QuestionId,QuestionText,QuestionTextLength
863,"I= EediHow many degrees are there in halfa turn?180890950930""Fodi 2016",70
864,I= EediWhat is the highest common factor of 12 and 6?12Fodi 2016,64
865,"I= EediTomKatie are arguing about constructing trianglesTom says you can construct a triangle with lengths5 cm, 9cm and 4 cm_Katie says You can construct a triangle with lengths20 cm, 22 cm and 3 cmWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016andOnly",275
866,I= Eedi[cat t2 $20 0This is an isosceles triangle:76Calculate the size of angle p_289760104*Not enoughinformationFodi 2016,122
867,I= EediWhat numberbelongs in the box?(-3)=2-5Fodi 2016,54
868,I= EediWhich of the following statements is truewhen n-2?3n = 4n - 23n < 4n - 23n > 4n - 2Not enoughinformationFodi 2016,120
869,I= EediWhich of the following triangles does not have thesame area as the others?3.910They all have thesame areaInctto scale_Iall measuremenisin cmjFodi 2016,157
870,I= EediWhat is the length of the sidemarked k?2 cm2.5 cm3 cmNot enoughinformationFodi 2016,90
871,"IF EcdiPointsandz arcequaispacedthe lineThe coordinates of Y areShowm;(18,= 3)What are the coordinatesof X?(6FI(12,-2)(9,-15)(10,-2)along",137
872,"I= EediHere are 3vertices of arectangleWhat are thecoordinates ofthe 4th vertex?(-1,-10)(_9,1)(-10,-1)(-10,0)Fodi 2016",118
873,"I= EediThe two lines currently intersect at the red dot. If angle p was changedto 1208 and angle q was changed to 80*, in which region would thetwo lines intersect?Fodi 2016",173
874,I= Eedi[not to sca e)Rectangle P has beenenlarged by a scale factorof 1.5 to give rectangleCmWhat length shouldreplace the star?cmCm7.5 cm5 cm4.5 cmFodi 2016,157
875,I= EediWhat is the shaded angle in this regular pentagon?108912081420Not enoughinformationFodi 2016,99
876,I= EediWhat is a quarter of a fifth?2045Fodi 2016,49
877,I= EediWhat is the equationof this line?x =3xy = 3y = 3xEedi ?010y = 3,70
878,"I= Eediscale]cm850358What is the length of the609_missing side, k, on the5.3 cmlarger triangle?3598588 cm10.6 cm10.3 cm2.65 cmNot enoughinformationFodi 2016Inotto",162
879,I= EediJo and Paul are arguing abouttessellatingpentagonsJo says a regular pentagon will never tessellatePaul says you can tessellate withpentagon:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,215
880,I= EediWhich symbols maketwo lakh40 000the followingstatements correct?5 000 000five croresFodi 2016,100
881,I= Eedi2 X3 + 4(2 X3) + 4Which symbol belongs in the box?Fodi 2016,66
882,I= Eedi(-20) x (_5) = 2X (-10) x (_5)Is this.true because oftrue because ofdistributivityassociativitytrue because offalsecommutativityFodi 2016,144
883,I= EediCalculate51050502Fodi 2016,33
884,I= EediThe area of thisparallelogram is56 cm28 cmWhat is the value ofm?m cm48 cmcmcmNot enoughinformationFodi 2016,114
885,"I= EediZw +r =Using the diagram, which ofthe following correctlycompletes the equationabove?4p2p2Fodi 2016",106
886,I= EediCalculate3618218Fodi 2016,32
887,I= Eedi12 X 6 _ 1 + 2Where do the brackets need to go to make the answer equal 36?12 X 6 _ (1 + 2)12 X (6 _ 1 + 2)12 * (6 _ (1 + 2))Does not need bracketsFodi 2016,163
888,I= EediPrime factors ofPrime factors of 90What numbershould replaceinthe Venn diagram?30Fodi 2016,97
889,I= Eedia and b represent different numbersJo says: a + b = b + aPaul says: a _ b = b -aWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,155
890,"I= Eedi""Common multiples of 5 and 4 are also multiples of 9""Is this statement__always truesometimesnever trueImpossible totruesayFodi 2016",138
891,I= EediWhat shape do you get ifyou join up the midpoints ofthe sides of this shape?SquareRhombusKiteRectangleEedi ?010,118
892,I= EediWhich of the following calculations= 1could this diagram represent?222222228 Xz = 48 X2 = 164 X2 = 88 X=43Fodi 2016,122
893,I= Eediof 182 X 1850.50.2Fodi 2016,34
894,I= Eedi[cot to sca0)cmWhat is value of pin this compoundshape made with4cm10cmrectangles?3cm7cmcm3 cm3.5 cmNot enoughinformationFodi 2016,137
895,I= EediofFodi 2016,18
896,I= EediJo and Paul are discussing prime numbersJo says 23 is a prime numberPaul says 2 is the smallest prime numberWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,183
897,"I= Eedi[cot to sca0)For this compound shape madewith rectangles, what lengthshould replace the star?171825 m52 mFodi 2016",121
898,"I= Eedi8r =Using the diagram, which ofthe following correctlycompletes the equationabove?6g4p14w5gFodi 2016",107
899,I= Eedithen6Fodi 2016,21
900,"I= EediWhat are the co-ordinatesof the marked point?(4,-2)(-2,4)(4,2)(_4,-2)2018",80
901,I= Eedi[cat t2 $20 0What is the size ofangle p?4075065040*1058Not enoughinformationFodi 2016,92
902,IF EcdiSquafesnavebeen arranredIhlse putterns:Fnllern iputn 4Paticn ]Which of the following expressions wouldcorrectly Bve the number ol squares in Pattern n?Zn +4Jn - Z30 + E7o 7,179
903,"I= Eedi[cot to sc4 0jWhat is the size ofangle s?2s30""368450Not enoughinformationFodi 2016",89
904,I= Eedi(0.1) +(-4 =0.41040Fodi 2016,35
905,I= EediWhat is the width of each of the intervals on the number line?324Fodi 2016,81
906,"I= EediWhat is the equation ofthis line of symmetry?y =-3.5y = -4y =-2(1,-5)y =-1Eedi ?010",90
907,I= EediWhich line is showing a line of symmetry?Fodi 2016,57
908,I= EediWhich calculation is incorrect?5x9 = 455 x (_9) = -45(-5) x 9 = -45(-5) x (_9) = -45Fodi 2016,100
909,I= EediThe area of the shape on the left is 3 m2_Area = 3 m2AreaWhat is the area of the shaded section on the shape on the right?1 m2m?m?m22Fodi 2016,149
910,"I= Eedi[not to sca &,What is the size of angle z?18081202908Not enoughinformationFodi 2016",90
911,I= EediHere is a number line:10Which of the following numbers would be placed to the left of4 on the number line?~3Fodi 2016,124
912,I= Eedi3 + 6 X 2Tom and Katie are trying to make the calculation above equal to 18.Tom says you can write it like this: (3 + 6) x 2Katie says you can leave it like this: 3 + 6 x 2Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,253
913,I= EediTom and Katie are arguing about the order of rotational symmetry ofquadrilaterals_Tom says some quadrilaterals have an order of rotational symmetry of 1.Katie says some quadrilaterals have an order of rotational symmetry of 3_Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,307
914,I= Eedi[cat t2 $20 0What is the size ofangle p?Not enough52o13881289informationFodi 2016,88
915,I= EediWhich of the following statements is truewhen n-2?n +3 > 3nn + 3 < 3nn +3 = 3nNot enoughinformationFodi 2016,115
916,I= EediDots have been arranged in these patterns:PatternPattern 2Pattern 3Pattern 4How many dots would there be in Pattern n?4n + 24n - 22n + 4n + 2Fodi 2016,157
917,I= EediThis shape is reflectedin the line shown.Which point is areflection of the redpoint?Fodi 2016,100
918,I= EediTom and Katie are still arguing about the number expressed as 34 X52 x 72Tom says 10 is a factor of the number:Katie says 75 is a factor of the number.Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,232
919,"I= EediPoint S is reflected in the lineIt is then translated by thevector(1-What are the newcoordinates of point S?(1,5)(1,1)(3,5)(3,3)Fodi 2016y =",147
920,"I= Eedi[cat t2 $20 0Jo and Paulare discussing thediagram on the right:Jo says the two lines are parallel.609120""Paul says they will eventuallyintersect_Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",220
921,"I= Eedi1,2,4,8These are the only factors of:16Fodi 2016",55
922,I= EediHere is a number line:Which of the following numbers could be indicated by the arrow?~3-2.75-4.5Fodi 2016-3.5,116
923,I= EediWhich of the following9 x (9 _ 3) =could replace the star?9 X 69 X 1299 + 939 x 9 _ 3Fodi 2016,101
924,I= EediIfyou double 12 you get_14241212212Fodi 2016,51
925,I= EediWhat should replace the question mark?3111212Fodi 2016,61
926,"I= EediTemperatureIpmlamMonday+5Tuesday+8Wednesday+6ThursdayFridayWhat is the difference between the temperature at lpm onMondayand the temperature at lam on Thursday?6'C8""€7'€3'€Fodi 2016",188
927,I= EediWhat is the size of58angle p?468[nat to sca]76066462Not enoughinformationFodi 2016,89
928,I= EediHow many squares would youneed to shade on this shape toshadeof the whole shape?Fodi 2016,96
929,I= EediIsaac has used$ of his Lego bricks to build a castle So far hehas used 1200 bricks. How many bricks does Isaac havealtogether?Which of the following calculations would give the correctanswer to this problem?1200 X120012001200555Fodi 2016,244
930,I= EediWork out:1010Write your answer in its simplest form2010510Fodi 2016,74
931,I= EediTom and Katie arearguing about the precisedefinition ofa square:Tom says it isquadrilateral with four equal sides.Katie sayspolygon with exactly four right anglesWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,243
932,I= EediWhat should replace thesymbols in the followingmodel to represent the32calculation4x8 = 8 X 4?323232=4Fodi 2016,118
933,I= EediJo and Paul are arguing about the red linedrawn on the circle to the right:Jo says it is a chord.Paul says it is an arc_Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,195
934,I= Eedi3n + 12Which expression shouldreplace the star?You can use the images tohelp you ifyou like.3(n + 4)3(5n)5(3n)4(n + 3)Fodi 2016,134
935,I= Eedi[not to sca0]What is the size ofangle s?2s2s]45051.49608Not enoughinformationFodi 2016,93
936,I= EediTom and Katie are arguing about factors and multiples.Tom says two numbers mighthave a highest common factor.Katie says two numbers might not have a lowest common multiple:Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016notOnly,256
937,I= Eedi275 X 0.24 =275.241105566Fodi 2016,41
938,I= EediWhat numberbelongs in the box?(_4)=3Fodi 2016,52
939,I= Eedi5 + 8 X 3Jo and Paul are trying to make the calculation above equal to 39.Jo says you can write it like this: (5 + 8) x 3Paul says you can leave it like this: 5 + 8 x 3Who is correct?Neither isBoth JoOnlyOnlycorrectand PaulPaulJoFodi 2016,245
940,I= EediCalculate371212282828Fodi 2016,37
941,I= EediHere is a number line:10Which of the following numbers would be placed to the left of6 on the number line?Fodi 2016,122
942,I= Eedi=7 +?4Not possible4Fodi 20167 X,38
943,I= Eedi12 + 2 +1X2 =14Fodi 2016,31
944,I= Eedia and b are differentnumbers.Which of the followingnumbers could this bethe complete factor treefor?45474951Fodi 2016,124
945,I= EediWhich of the following symbols should go in the box sOthat the number sentence is correct?(-5)2(-5)(-20)Fodi 2016,120
946,"I= Eedi[cot to sca0)For this compound shape madewith rectangles, what lengthshould replace the star?211m38Fodi 2016",115
947,I= Eedishape is moved 3 squares to the right and 9 squares down:Which vector describes this movement?Fodi 2016,110
